Accession	Gene	Locus_tag	Start	End	Length
CP001363	lldP	STM14_4451	3899603	3901258	1656
CP001363	lldR	STM14_4452	3901255	3902031	777
CP001363	lldD	STM14_4453	3902028	3903218	1191
CP001363	yibK	STM14_4454	3903282	3903755	474
CP001363	cysE	STM14_4459	3907809	3908630	822
CP001363	gpsA	STM14_4460	3908708	3909727	1020
CP001363	secB	STM14_4461	3909727	3910194	468
CP001363	grxC	STM14_4462	3910238	3910489	252
CP001363	yibN	STM14_4463	3910576	3911007	432
CP001363	pmgI	STM14_4464	3911255	3912799	1545
CP001363	yibP	STM14_4465	3912809	3914092	1284
CP001363	yigQ	STM14_4466	3914096	3915058	963
CP001363	yibD	STM14_4467	3915045	3916079	1035
CP001363	tdh	STM14_4469	3916573	3917598	1026
CP001363	kbl	STM14_4470	3917608	3918804	1197
CP001363	rfaD	STM14_4471	3919007	3919939	933
CP001363	rfaF	STM14_4472	3919942	3920988	1047
CP001363	rfaC	STM14_4473	3920988	3921941	954
CP001363	rfaL	STM14_4474	3921981	3923195	1215
CP001363	rfaK	STM14_4475	3923252	3924397	1146
CP001363	rfaZ	STM14_4476	3924498	3925307	810
CP001363	rfaY	STM14_4477	3925457	3926155	699
CP001363	rfaJ	STM14_4478	3926178	3927188	1011
CP001363	rfaI	STM14_4479	3927206	3928219	1014
CP001363	rfaB	STM14_4480	3928225	3929304	1080
CP001363	yibR	STM14_4481	3929374	3929607	234
CP001363	rfaP	STM14_4482	3929639	3930436	798
CP001363	rfaG	STM14_4483	3930429	3931553	1125
CP001363	rfaQ	STM14_4484	3931550	3932584	1035
CP001363	kdtA	STM14_4486	3933029	3934306	1278
CP001363	coaD	STM14_4487	3934315	3934794	480
CP001363	mutM	STM14_4488	3934822	3935631	810
CP001363	rpmG	STM14_4489	3935729	3935896	168
CP001363	rpmB	STM14_4490	3935917	3936153	237
CP001363	radC	STM14_4491	3936371	3937210	840
CP001363	dfp	STM14_4492	3937212	3938432	1221
CP001363	dut	STM14_4493	3938413	3938868	456
CP001363	slmA	STM14_4494	3938976	3939572	597
CP001363	pyrE	STM14_4495	3939650	3940291	642
CP001363	rph	STM14_4496	3940370	3941086	717
CP001363	yicC	STM14_4498	3941212	3942075	864
CP001363	ligB	STM14_4503	3944847	3946532	1686
CP001363	gmk	STM14_4505	3946789	3947412	624
CP001363	rpoZ	STM14_4506	3947467	3947742	276
CP001363	spoT	STM14_4507	3947761	3949872	2112
CP001363	spoU	STM14_4508	3949877	3950566	690
CP001363	recG	STM14_4509	3950572	3952653	2082
CP001363	gltS	STM14_4511	3953510	3954715	1206
CP001363	yicE	STM14_4513	3954943	3956334	1392
CP001363	yicH	STM14_4514	3956455	3958164	1710
CP001363	yicI	STM14_4515	3958267	3960585	2319
CP001363	yicJ	STM14_4516	3960597	3961979	1383
CP001363	selC	STM14_4517	3962267	3962361	95
CP001363	sugR	STM14_4522	3963700	3964890	1191
CP001363	rhuM	STM14_4524	3965424	3966461	1038
CP001363	rmbA	STM14_4526	3967760	3968377	618
CP001363	misL	STM14_4527	3968452	3971319	2868
CP001363	fidL	STM14_4528	3971414	3971878	465
CP001363	marT	STM14_4529	3971889	3972677	789
CP001363	slsA	STM14_4532	3973530	3974210	681
CP001363	cigR	STM14_4534	3974439	3974918	480
CP001363	mgtB	STM14_4536	3975233	3977959	2727
CP001363	mgtC	STM14_4538	3978179	3978874	696
CP001363	yicL	STM14_4541	3979383	3980285	903
CP001363	nepI	STM14_4555	3991076	3992269	1194
CP001363	gatY_2	STM14_4559	3993521	3994381	861
CP001363	yicN	STM14_4566	3999226	3999678	453
CP001363	uhpT	STM14_4568	3999871	4001262	1392
CP001363	uhpC	STM14_4569	4001405	4002733	1329
CP001363	uhpB	STM14_4570	4002743	4004245	1503
CP001363	uhpA	STM14_4571	4004245	4004835	591
CP001363	ilvN	STM14_4576	4009314	4009604	291
CP001363	ilvB	STM14_4577	4009608	4011296	1689
CP001363	ivbL	STM14_4579	4011403	4011501	99
CP001363	marR	STM14_1838	1607473	1607907	435
CP001363	marC	STM14_1839	1608166	1608831	666
CP001363	ydeA	STM14_1840	1608878	1610068	1191
CP001363	yneJ	STM14_1841	1610184	1611056	873
CP001363	yneI	STM14_1842	1611159	1612547	1389
CP001363	yneH	STM14_1843	1612620	1613546	927
CP001363	yneG	STM14_1844	1613546	1613905	360
CP001363	pqaA	STM14_1863	1629759	1631315	1557
CP001363	hdeB	STM14_1885	1653534	1653863	330
CP001363	osmC	STM14_1886	1654213	1654644	432
CP001363	yddX	STM14_1887	1655157	1655372	216
CP001363	rpsV	STM14_1888	1655467	1655610	144
CP001363	sfcA	STM14_1889	1655787	1657484	1698
CP001363	adhP	STM14_1891	1657770	1658780	1011
CP001363	fdnI	STM14_1892	1658871	1659527	657
CP001363	fdnH	STM14_1893	1659520	1660404	885
CP001363	fdnG	STM14_1894	1660418	1663465	3048
CP001363	yddG	STM14_1896	1663743	1664624	882
CP001363	nmpC	STM14_1898	1665149	1666237	1089
CP001363	smvA	STM14_1900	1666786	1668273	1488
CP001363	narU	STM14_1903	1669183	1670571	1389
CP001363	narZ	STM14_1905	1670663	1674403	3741
CP001363	narY	STM14_1906	1674400	1675944	1545
CP001363	narW	STM14_1907	1675944	1676639	696
CP001363	narV	STM14_1908	1676636	1677316	681
CP001363	yddE	STM14_1909	1677422	1678315	894
CP001363	nhoA	STM14_1910	1678351	1679196	846
CP001363	ansP	STM14_1916	1680625	1682118	1494
CP001363	yncD	STM14_1920	1683886	1686006	2121
CP001363	yncC	STM14_1921	1686073	1686738	666
CP001363	yncB	STM14_1924	1687072	1688142	1071
CP001363	yncA	STM14_1925	1688321	1688836	516
CP001363	ydcZ	STM14_1926	1688836	1689285	450
CP001363	ydcY	STM14_1927	1689290	1689523	234
CP001363	srfA	STM14_1928	1689747	1691066	1320
CP001363	srfB	STM14_1929	1691071	1694052	2982
CP001363	srfC	STM14_1930	1694049	1696193	2145
CP001363	ydcX	STM14_1931	1696238	1696501	264
CP001363	ydcW	STM14_1934	1696810	1698234	1425
CP001363	ydcR	STM14_1935	1698370	1699794	1425
CP001363	pdgL	STM14_1936	1699930	1700700	771
CP001363	ugtL	STM14_1938	1701222	1701620	399
CP001363	sifB	STM14_1940	1702157	1703107	951
CP001363	yncJ	STM14_1941	1703381	1703611	231
CP001363	ydcP	STM14_1942	1703612	1705576	1965
CP001363	ydcN	STM14_1943	1705655	1706191	537
CP001363	tehB	STM14_1946	1708338	1708934	597
CP001363	tehA	STM14_1947	1708921	1709934	1014
CP001363	ydcK	STM14_1948	1710041	1711021	981
CP001363	rimL	STM14_1949	1711018	1711557	540
CP001363	mdoD	STM14_1962	1719803	1721458	1656
CP001363	ydcI	STM14_1965	1724871	1725794	924
CP001363	trg	STM14_1966	1725855	1727480	1626
CP001363	sseJ	STM14_1974	1731269	1732495	1227
CP001363	cybB	STM14_1983	1739799	1740329	531
CP001363	ydcF	STM14_1984	1740446	1741246	801
CP001363	hrpA	STM14_1985	1741310	1745155	3846
CP001363	acpD	STM14_1986	1745413	1746018	606
CP001363	ydbL	STM14_1988	1746607	1746930	324
CP001363	ynbE	STM14_1989	1746938	1747129	192
CP001363	ydbH	STM14_1990	1747129	1749765	2637
CP001363	ldhA	STM14_1991	1750005	1750994	990
CP001363	hslJ	STM14_1992	1751105	1751515	411
CP001363	nifJ	STM14_1995	1752101	1755625	3525
CP001363	ynaF	STM14_1997	1756107	1756541	435
CP001363	ydaO	STM14_2000	1757285	1758220	936
CP001363	dbpA	STM14_2001	1758264	1759637	1374
CP001363	zntB	STM14_2002	1760124	1761107	984
CP001363	ydaL	STM14_2005	1762818	1763381	564
CP001363	ogt	STM14_2006	1763639	1764154	516
CP001363	fnr	STM14_2007	1764350	1765102	753
CP001363	ydaA	STM14_2008	1765253	1766200	948
CP001363	ynaJ	STM14_2009	1766255	1766641	387
CP001363	ynaI	STM14_2010	1766748	1767779	1032
CP001363	mppA	STM14_2027	1781974	1783587	1614
CP001363	ycjI	STM14_2028	1783777	1784505	729
CP001363	ycjG	STM14_2029	1784480	1785445	966
CP001363	tpx	STM14_2030	1785561	1786067	507
CP001363	tnpA_5	STM14_2032	1786298	1786756	459
CP001363	tyrR	STM14_2033	1786869	1788410	1542
CP001363	ycjF	STM14_2034	1788558	1789619	1062
CP001363	ycjX	STM14_2035	1789616	1791019	1404
CP001363	pspE	STM14_2036	1791162	1791476	315
CP001363	pspD	STM14_2037	1791552	1791770	219
CP001363	pspC	STM14_2038	1791793	1792152	360
CP001363	pspB	STM14_2039	1792152	1792376	225
CP001363	pspA	STM14_2040	1792436	1793104	669
CP001363	pspF	STM14_2041	1793275	1794255	981
CP001363	sapA	STM14_2042	1794367	1796016	1650
CP001363	sapB	STM14_2043	1796013	1796978	966
CP001363	sapC	STM14_2044	1796965	1797855	891
CP001363	sapD	STM14_2045	1797855	1798847	993
CP001363	sapF	STM14_2046	1798849	1799655	807
CP001363	ycjE	STM14_2052	1802407	1802706	300
CP001363	fabI	STM14_2053	1802824	1803612	789
CP001363	yciW	STM14_2055	1803812	1804945	1134
CP001363	rnb	STM14_2056	1805034	1806968	1935
CP001363	yciR	STM14_2058	1807230	1809212	1983
CP001363	yciT	STM14_2060	1809600	1810352	753
CP001363	osmB	STM14_2062	1810611	1810829	219
CP001363	yciH	STM14_2063	1810949	1811275	327
CP001363	pyrF	STM14_2064	1811275	1812012	738
CP001363	yciM	STM14_2066	1812203	1813372	1170
CP001363	yciS	STM14_2067	1813379	1813687	309
CP001363	pgpB	STM14_2068	1813837	1814601	765
CP001363	ribA	STM14_2069	1814797	1815387	591
CP001363	acnA	STM14_2070	1815443	1818118	2676
CP001363	cysB	STM14_2072	1819095	1820069	975
CP001363	topA	STM14_2075	1820480	1823077	2598
CP001363	yciN	STM14_2077	1823480	1823731	252
CP001363	crr	STM14_2991	2598211	2598720	510
CP001363	pdxK	STM14_2993	2599105	2599971	867
CP001363	ptsJ	STM14_2994	2600054	2601346	1293
CP001363	yfeJ	STM14_2995	2601361	2602080	720
CP001363	yfeK	STM14_2996	2602139	2602519	381
CP001363	yfeL	STM14_2997	2602532	2603071	540
CP001363	cysM	STM14_2998	2603202	2604113	912
CP001363	cysA	STM14_2999	2604181	2605278	1098
CP001363	cysW	STM14_3000	2605268	2606143	876
CP001363	cysU	STM14_3001	2606143	2606976	834
CP001363	cysP	STM14_3002	2606976	2607992	1017
CP001363	ucpA	STM14_3003	2608150	2608941	792
CP001363	yfeZ	STM14_3006	2610810	2611259	450
CP001363	amiA	STM14_3008	2611884	2612753	870
CP001363	hemF	STM14_3009	2612756	2613655	900
CP001363	eutR	STM14_3012	2615611	2616663	1053
CP001363	eutK	STM14_3013	2616711	2617205	495
CP001363	eutL	STM14_3014	2617218	2617877	660
CP001363	eutC	STM14_3015	2617887	2618783	897
CP001363	eutB	STM14_3016	2618802	2620163	1362
CP001363	eutA	STM14_3017	2620175	2621578	1404
CP001363	eutH	STM14_3018	2621575	2622801	1227
CP001363	eutG	STM14_3019	2622921	2624108	1188
CP001363	eutJ	STM14_3020	2624098	2624937	840
CP001363	eutE	STM14_3021	2624948	2626351	1404
CP001363	eutN	STM14_3022	2626363	2626710	348
CP001363	eutM	STM14_3023	2626763	2627053	291
CP001363	eutD	STM14_3024	2627094	2628110	1017
CP001363	eutT	STM14_3025	2628107	2628910	804
CP001363	eutQ	STM14_3026	2628907	2629596	690
CP001363	eutP	STM14_3027	2629574	2630053	480
CP001363	eutS	STM14_3028	2630066	2630401	336
CP001363	tnpA_8	STM14_3029	2630882	2631340	459
CP001363	maeB	STM14_3031	2631530	2633809	2280
CP001363	talA	STM14_3033	2634081	2635031	951
CP001363	tktB	STM14_3034	2635051	2637051	2001
CP001363	ypfG	STM14_3037	2637472	2638515	1044
CP001363	yffH	STM14_3038	2638640	2639215	576
CP001363	aegA	STM14_3041	2641166	2643127	1962
CP001363	narQ	STM14_3042	2643175	2645013	1839
CP001363	acrD	STM14_3044	2645198	2648311	3114
CP001363	yffB	STM14_3045	2648885	2649241	357
CP001363	dapE	STM14_3046	2649245	2650372	1128
CP001363	ypfI	STM14_3048	2650627	2652645	2019
CP001363	purC	STM14_3050	2653655	2654368	714
CP001363	nlpB	STM14_3051	2654543	2655577	1035
CP001363	dapA	STM14_3052	2655594	2656472	879
CP001363	gcvR	STM14_3053	2656618	2657190	573
CP001363	bcp	STM14_3054	2657190	2657660	471
CP001363	perM	STM14_3057	2658247	2659314	1068
CP001363	yfgD	STM14_3059	2661025	2661384	360
CP001363	yfgE	STM14_3060	2661411	2662136	726
CP001363	uraA	STM14_3061	2662207	2663496	1290
CP001363	upp	STM14_3062	2663584	2664210	627
CP001363	purM	STM14_3064	2664609	2665661	1053
CP001363	purN	STM14_3065	2665661	2666299	639
CP001363	ppk	STM14_3066	2666488	2668554	2067
CP001363	ppx	STM14_3067	2668559	2670100	1542
CP001363	guaA	STM14_3075	2674356	2675933	1578
CP001363	guaB	STM14_3076	2676003	2677553	1551
CP001363	xseA	STM14_3077	2677630	2678979	1350
CP001363	shdA	STM14_3078	2679141	2685110	5970
CP001363	ratB	STM14_3082	2685954	2693260	7307
CP001363	ratA	STM14_3083	2693426	2699023	5598
CP001363	sinI	STM14_3084	2699143	2700102	960
CP001363	sinH	STM14_3085	2700160	2702352	2193
CP001363	yfgJ	STM14_3088	2702698	2702919	222
CP001363	engA	STM14_3089	2703008	2704480	1473
CP001363	yfgL	STM14_3091	2704599	2705777	1179
CP001363	yfgM	STM14_3092	2705788	2706408	621
CP001363	hisS	STM14_3093	2706422	2707696	1275
CP001363	ispG	STM14_3094	2707807	2708925	1119
CP001363	yfgA	STM14_3095	2708952	2709956	1005
CP001363	yfgB	STM14_3097	2710248	2711414	1167
CP001363	ndk	STM14_3098	2711621	2712052	432
CP001363	pbpC	STM14_3104	2716998	2719313	2316
CP001363	sseA	STM14_3106	2724457	2725299	843
CP001363	sseB	STM14_3110	2726783	2727568	786
CP001363	pepB	STM14_3111	2727669	2728952	1284
CP001363	yfhJ	STM14_3112	2729199	2729399	201
CP001363	fdx	STM14_3113	2729411	2729746	336
CP001363	hscA	STM14_3114	2729748	2731598	1851
CP001363	hscB	STM14_3115	2731611	2732126	516
CP001363	iscA	STM14_3116	2732322	2732645	324
CP001363	nifU	STM14_3117	2732674	2733060	387
CP001363	nifS	STM14_3118	2733088	2734302	1215
CP001363	yfhP	STM14_3120	2734483	2734977	495
CP001363	suhB	STM14_3124	2735987	2736790	804
CP001363	asrA	STM14_3126	2737995	2739038	1044
CP001363	asrB	STM14_3127	2739042	2739860	819
CP001363	asrC	STM14_3128	2739871	2740884	1014
CP001363	csiE	STM14_3131	2742626	2743903	1278
CP001363	hcaT	STM14_3132	2743898	2745037	1140
CP001363	glyA	STM14_3133	2745233	2746486	1254
CP001363	hmpA	STM14_3135	2746811	2748001	1191
CP001363	cadC	STM14_3136	2748183	2749727	1545
CP001363	cadB	STM14_3137	2750088	2751419	1332
CP001363	cadA	STM14_3138	2751502	2753646	2145
CP001363	yjdL	STM14_3139	2753702	2755162	1461
CP001363	glnB	STM14_3140	2755211	2755549	339
CP001363	yfhA	STM14_3141	2755626	2756963	1338
CP001363	yfhG	STM14_3142	2756960	2757724	765
CP001363	yfhK	STM14_3143	2757726	2759168	1443
CP001363	purG	STM14_3145	2759806	2763693	3888
CP001363	yfhD	STM14_3147	2763949	2765493	1545
CP001363	yfhC	STM14_3148	2765544	2766095	552
CP001363	yfhB	STM14_3149	2766120	2766755	636
CP001363	murQ	STM14_3151	2768131	2769024	894
CP001363	yfhH	STM14_3152	2769140	2769988	849
CP001363	yfhL	STM14_3156	2773242	2773502	261
CP001363	acpS	STM14_3157	2773614	2773994	381
CP001363	pdxJ	STM14_3158	2773994	2774725	732
CP001363	recO	STM14_3159	2774737	2775465	729
CP001363	era	STM14_3160	2775477	2776382	906
CP001363	rnc	STM14_3161	2776379	2777059	681
CP001363	lepB	STM14_3162	2777333	2778307	975
CP001363	lepA	STM14_3163	2778324	2780123	1800
CP001363	gogB	STM14_3164	2780528	2782021	1494
CP001363	thrL	STM14_0001	189	254	66
CP001363	thrA	STM14_0002	336	2798	2463
CP001363	thrB	STM14_0003	2800	3729	930
CP001363	thrC	STM14_0004	3733	5019	1287
CP001363	yaaA	STM14_0005	5113	5886	774
CP001363	yaaJ	STM14_0006	5965	7395	1431
CP001363	talB	STM14_0007	7664	8617	954
CP001363	mogA	STM14_0008	8728	9318	591
CP001363	yaaH	STM14_0009	9375	9941	567
CP001363	htgA	STM14_0010	10091	10804	714
CP001363	yaaI	STM14_0011	10840	11244	405
CP001363	dnaK	STM14_0013	11592	13508	1917
CP001363	dnaJ	STM14_0014	13594	14733	1140
CP001363	bcfA	STM14_0028	24468	25010	543
CP001363	bcfB	STM14_0029	24970	25797	828
CP001363	bcfC	STM14_0030	25802	28423	2622
CP001363	bcfD	STM14_0031	28424	29431	1008
CP001363	bcfE	STM14_0032	29432	29977	546
CP001363	bcfF	STM14_0033	29993	30511	519
CP001363	bcfG	STM14_0034	30477	31208	732
CP001363	bcfH	STM14_0035	31273	32118	846
CP001363	nhaA	STM14_0048	46189	47355	1167
CP001363	nhaR	STM14_0049	47417	48316	900
CP001363	rpsT	STM14_0052	52279	52542	264
CP001363	yaaY	STM14_0053	52648	52863	216
CP001363	ribF	STM14_0054	52871	53809	939
CP001363	ileS	STM14_0055	53854	56688	2835
CP001363	lspA	STM14_0056	56688	57188	501
CP001363	slpA	STM14_0058	57343	57792	450
CP001363	ispH	STM14_0059	57795	58745	951
CP001363	rihC	STM14_0061	60163	61083	921
CP001363	citC2	STM14_0069	68636	69679	1044
CP001363	citD2	STM14_0070	69709	70002	294
CP001363	citE2	STM14_0071	69999	70868	870
CP001363	citF2	STM14_0072	70879	72399	1521
CP001363	citX2	STM14_0073	72399	72950	552
CP001363	citG2	STM14_0074	72928	73836	909
CP001363	dapB	STM14_0075	74016	74837	822
CP001363	carA	STM14_0077	75880	77028	1149
CP001363	carB	STM14_0078	77047	80274	3228
CP001363	tnpA_1	STM14_0080	80498	80956	459
CP001363	caiF	STM14_0081	81259	81654	396
CP001363	caiE	STM14_0082	81731	82327	597
CP001363	caiD	STM14_0083	82436	83221	786
CP001363	caiC	STM14_0084	83275	84828	1554
CP001363	caiB	STM14_0085	84891	86108	1218
CP001363	caiA	STM14_0087	86220	87362	1143
CP001363	caiT	STM14_0088	87397	88914	1518
CP001363	fixA	STM14_0090	89395	90165	771
CP001363	fixB	STM14_0091	90181	91122	942
CP001363	fixC	STM14_0092	91172	92458	1287
CP001363	fixX	STM14_0093	92455	92742	288
CP001363	yaaU	STM14_0094	92889	94229	1341
CP001363	yabF	STM14_0103	98966	99496	531
CP001363	kefC	STM14_0104	99489	101351	1863
CP001363	folA	STM14_0106	101550	102029	480
CP001363	apaH	STM14_0107	102135	102983	849
CP001363	apaG	STM14_0108	102994	103371	378
CP001363	ksgA	STM14_0109	103374	104195	822
CP001363	pdxA_1	STM14_0110	104192	105181	990
CP001363	surA	STM14_0111	105181	106467	1287
CP001363	imp	STM14_0112	106521	108881	2361
CP001363	djlA	STM14_0114	109135	109947	813
CP001363	rluA	STM14_0115	110042	110701	660
CP001363	hepA	STM14_0116	110713	113619	2907
CP001363	polB	STM14_0117	113793	116144	2352
CP001363	araD	STM14_0120	117952	118647	696
CP001363	araA	STM14_0121	118788	120290	1503
CP001363	araB	STM14_0122	120301	122010	1710
CP001363	araC	STM14_0123	122351	123196	846
CP001363	yabI	STM14_0124	123315	124082	768
CP001363	thiQ	STM14_0125	124121	124828	708
CP001363	thiP	STM14_0126	124812	126422	1611
CP001363	tbpA	STM14_0127	126398	127381	984
CP001363	yabN	STM14_0129	127559	129217	1659
CP001363	leuD	STM14_0131	129768	130373	606
CP001363	leuC	STM14_0132	130384	131784	1401
CP001363	leuB	STM14_0133	131787	132878	1092
CP001363	leuA	STM14_0134	132878	134449	1572
CP001363	leuL	STM14_0135	134537	134623	87
CP001363	leuO	STM14_0138	135280	136224	945
CP001363	ilvI	STM14_0139	136609	138270	1662
CP001363	ilvH	STM14_0140	138273	138764	492
CP001363	fruR	STM14_0142	139048	140052	1005
CP001363	yabB	STM14_0145	140658	141116	459
CP001363	mraW	STM14_0146	141118	142059	942
CP001363	ftsL	STM14_0147	142056	142421	366
CP001363	ftsI	STM14_0148	142437	144203	1767
CP001363	murE	STM14_0149	144190	145677	1488
CP001363	murF	STM14_0150	145674	147032	1359
CP001363	mraY	STM14_0151	147026	148108	1083
CP001363	murD	STM14_0152	148111	149427	1317
CP001363	ftsW	STM14_0153	149427	150671	1245
CP001363	murG	STM14_0154	150668	151735	1068
CP001363	murC	STM14_0155	151854	153329	1476
CP001363	ddl_2	STM14_0156	153322	154242	921
CP001363	ftsQ	STM14_0157	154244	155074	831
CP001363	ftsA	STM14_0158	155071	156333	1263
CP001363	ftsZ	STM14_0159	156394	157545	1152
CP001363	lpxC	STM14_0160	157646	158563	918
CP001363	yacA	STM14_0161	158842	159339	498
CP001363	secA	STM14_0162	159401	162106	2706
CP001363	mutT	STM14_0163	162258	162653	396
CP001363	yacG	STM14_0166	162975	163166	192
CP001363	yacF	STM14_0167	163176	163919	744
CP001363	coaE	STM14_0168	163919	164539	621
CP001363	guaC	STM14_0169	164765	165808	1044
CP001363	hofC	STM14_0170	165839	167041	1203
CP001363	hofB	STM14_0171	167031	168416	1386
CP001363	ppdD	STM14_0172	168426	168863	438
CP001363	nadC	STM14_0174	169085	169978	894
CP001363	ampD	STM14_0175	170066	170629	564
CP001363	ampE	STM14_0176	170626	171480	855
CP001363	aroP	STM14_0180	174092	175465	1374
CP001363	pdhR	STM14_0182	176028	176792	765
CP001363	aceE	STM14_0183	176952	179615	2664
CP001363	aceF	STM14_0184	179630	181519	1890
CP001363	lpdA	STM14_0185	181719	183143	1425
CP001363	yacH	STM14_0189	184558	186172	1615
CP001363	acnB	STM14_0190	186561	189158	2598
CP001363	yacL	STM14_0192	190307	190669	363
CP001363	kdgT	STM14_0193	190904	191857	954
CP001363	pdxA_2	STM14_0195	193115	194098	984
CP001363	speD	STM14_0197	194905	195699	795
CP001363	speE	STM14_0198	195720	196580	861
CP001363	yacC	STM14_0199	196687	197034	348
CP001363	cueO	STM14_0200	197236	198846	1611
CP001363	gcd	STM14_0201	198924	201314	2391
CP001363	hpt	STM14_0202	201520	202056	537
CP001363	yadF	STM14_0203	202114	202776	663
CP001363	yadG	STM14_0204	202885	203811	927
CP001363	yadH	STM14_0205	203808	204578	771
CP001363	stiH	STM14_0206	204695	205774	1080
CP001363	stiC	STM14_0207	205783	208329	2547
CP001363	stiB	STM14_0208	208356	209039	684
CP001363	stiA	STM14_0209	209087	209626	540
CP001363	yadI	STM14_0211	209996	210436	441
CP001363	yadE	STM14_0212	210498	211727	1230
CP001363	panD	STM14_0213	211734	212114	381
CP001363	panC	STM14_0214	212209	213063	855
CP001363	panB	STM14_0216	213189	213980	792
CP001363	folK	STM14_0217	214101	214580	480
CP001363	rrlA	STM14_4798	4211804	4214796	2993
CP001363	rrfA	STM14_4799	4214885	4215006	122
CP001363	mobB	STM14_4802	4215267	4215782	516
CP001363	mobA	STM14_4803	4215779	4216363	585
CP001363	yihD	STM14_4804	4216433	4216702	270
CP001363	yihE	STM14_4805	4216779	4217765	987
CP001363	dsbA	STM14_4806	4217782	4218405	624
CP001363	yihG	STM14_4807	4218418	4219326	909
CP001363	polA	STM14_4809	4219714	4222500	2787
CP001363	spf	STM14_4810	4222649	4222714	66
